Time,ram_usage,cpu_utilization,network_bandwidth,io_bandwidth
0:03:49,96,5.2,1915.54,64084.15
0:03:50,76,6.8,1915.55,64084.89
0:03:51,76,1.7,1915.55,64084.31
0:03:52,26,5.3,1915.55,64084.35
0:03:53,76,18,1915.55,64084.41
0:03:54,76,8.5,1915.55,64084.42
0:03:55,46,74.2,1915.55,64084.46
0:03:56,76,19.9,1915.56,64084.48
0:03:57,16,14,1915.56,64084.76
0:03:58,76,3.7,1915.56,64084.88
0:03:59,46,6.1,1915.57,64084.91
0:04:00,76,3.8,1915.57,64085.08
0:04:01,55.9,6.3,1915.57,64085.09
0:04:02,75.9,46,1915.58,64095.31
0:04:03,16,15.7,1915.58,64096.8
0:04:04,76.1,11.3,1915.58,64097.11
0:04:05,76.1,8.6,1915.58,64097.2
0:04:06,56.1,47.6,1915.58,64097.24
0:04:07,76.1,10.2,1915.58,64097.52
0:04:08,76.1,4.5,1915.58,64097.56
0:04:09,76.1,47.4,1915.59,64097.57
0:04:10,66.1,9.1,1915.59,64097.58
0:04:11,76.1,15.8,1915.59,64097.61
0:04:12,36,24,1915.59,64097.86
0:04:13,76,10,1915.59,64097.87
0:04:14,66.1,11.3,1915.6,64097.97
0:04:15,26,36.6,1915.6,64098.06
0:04:16,76.1,9.8,1915.6,64098.09
0:04:17,76.1,11.5,1915.61,64098.1
0:04:18,76.1,8.3,1915.61,64098.28
0:04:19,76.1,8.2,1915.61,64098.31
0:04:20,76.1,3.7,1915.61,64098.36
0:04:21,76.1,47.6,1915.61,64098.51
0:04:22,76.1,12.8,1915.61,64098.31
0:04:23,76.1,47.4,1915.61,64098.86
0:04:24,76.1,15.4,1915.62,64098.87
0:04:25,76.6,33.6,1915.62,64098.95
0:04:26,76.5,24.1,1915.62,64098.95
0:04:27,76.6,22.8,1915.62,64099.1
0:04:28,76.5,36.2,1915.62,64099.23
0:04:29,76.6,17.3,1915.62,64099.23
0:04:30,76.6,17.2,1915.62,64099.24
0:04:31,76.1,14.5,1915.63,64099.89
0:04:32,47.3,6.6,1915.63,64099.29
0:04:33,47.3,10.9,1915.63,64099.91
0:04:34,47.3,10.4,1915.63,64099.98
0:04:35,71.3,47,1915.66,64100.11
0:04:36,47.3,8,1915.66,64100.15
0:04:37,47.3,8,1915.66,64100.17
0:04:38,74.6,9.2,1915.66,64100.17
0:04:39,47.3,4.7,1915.66,64100.18
0:04:40,74.6,6.1,1915.66,64100.2
0:04:41,47.3,15.2,1915.67,64100.48
0:04:42,74.9,6.3,1915.67,64100.49
0:04:43,43,8.9,1915.68,64100.53
0:04:44,75.1,21,1915.69,64101.34
0:04:45,75.1,47.8,1915.69,64101.56
0:04:46,74.7,10.5,1915.69,64101.71
0:04:47,74.7,3.7,1915.69,64101.76
0:04:48,74.7,6.9,1915.69,64101.83
0:04:49,74.7,18.3,1915.7,64101.85
0:04:50,74.6,9.8,1915.7,64101.85
0:04:51,74.6,3.9,1915.71,64101.96
0:04:52,74.6,8.6,1915.71,64101.99
0:04:53,74.6,5,1915.71,64102.31
0:04:54,74.6,8,1915.71,64102.31
0:04:55,74.6,10.6,1915.72,64102.37
0:04:56,74.6,18.3,1915.72,64102.71
0:04:57,74.6,8.2,1915.73,64102.72
0:04:58,74.6,12,1915.73,64102.79
0:04:59,74.7,42.1,1915.73,64108.17
0:05:00,74.7,95.8,1915.73,64108.93
0:05:01,42.2,42.7,1915.74,64110.22
0:05:02,42.2,19.3,1915.74,64110.31
0:05:03,75.7,22.7,1915.74,64110.55
0:05:04,75.7,18.5,1915.74,64110.7
0:05:05,75.7,17,1915.74,64110.76
0:05:06,75.7,14.4,1915.74,64110.93
0:05:07,75.6,5,1915.75,64110.95
0:05:08,75.6,3.3,1915.75,64111
0:05:09,75.6,6.4,1915.75,64111.13
0:05:10,26.7,6.4,1915.75,64111.45
0:05:11,75.6,2.7,1915.75,64111.55
0:05:12,75.6,3.3,1915.75,64111.63
0:05:13,75.6,4,1915.75,64111.77
0:05:14,75.6,29.8,1915.75,64111.97
0:05:15,75.6,8.8,1915.75,64112.01
0:05:16,75.6,18.8,1915.75,64112.02
0:05:17,75.6,12.8,1915.75,64112.05
0:05:18,75.6,47.9,1915.76,64112.05
0:05:19,75.6,12.1,1915.76,64113.12
0:05:20,75.6,10.7,1915.76,64113.33
0:05:21,75.6,6.2,1915.76,64113.52
0:05:22,75.6,2.9,1915.76,64113.56
0:05:23,75.6,0.8,1915.76,64113.62
0:05:24,75.6,1.7,1915.76,64113.62
0:05:25,75.6,4.2,1915.76,64113.66
0:05:26,75.6,13.9,1915.76,64114.05
0:05:27,75.6,10.2,1915.76,64114.06
0:05:28,75.6,2.1,1915.76,64114.07
0:05:29,75.6,2.3,1915.76,64114.09
0:05:30,75.6,47.2,1915.76,64114.32
0:05:31,75.6,47.2,1915.76,64114.9
0:05:32,75.6,74.7,1915.77,64114.93
0:05:33,75.6,15,1915.79,64118.58
0:05:34,26.7,10.9,1915.79,64136.45
0:05:35,26.7,4.2,1915.8,64136.56
0:05:36,26.7,2.1,1915.8,64136.59
0:05:37,26.7,2.5,1915.8,64136.59
0:05:38,26.7,3.1,1915.8,64136.62
0:05:39,26.7,15.4,1915.31,64136.94
0:05:40,26.7,2.3,1915.82,64137.15
0:05:41,26.7,1.2,1915.82,64137.15
0:05:42,26.7,1.6,1915.83,64137.17
0:05:43,26.7,2.2,1915.83,64137.44
0:05:44,26.7,2.1,1915.83,64137.49
0:05:45,26.7,1.9,1915.83,64137.49
0:05:46,26.7,3.7,1915.83,64137.53
0:05:47,26.7,5,1915.84,64137.55
0:05:48,26.7,24.9,1915.84,64137.93
0:05:49,75.4,13,1915.84,64137.94
0:05:50,26.7,47.5,1915.86,64138.05
0:05:51,26.7,3.7,1915.86,64138.13
0:05:52,75.4,2.5,1915.86,64138.21
0:05:53,26.7,3.3,1915.86,64138.27
0:05:54,75.4,4.2,1915.87,64138.36
0:05:55,75.4,4.2,1915.87,64138.59
0:05:56,26.7,1.7,1915.87,64138.62
0:05:57,26.7,3.5,1915.87,64139.08
0:05:58,26.7,4.4,1915.89,64139.55
0:05:59,75.4,5.5,1915.9,64139.74
0:06:00,26.7,47.8,1915.91,64139.79
0:06:01,26.7,10.8,1915.91,64140.02
0:06:02,26.7,47.9,1915.91,64140.35
0:06:03,26.7,11.2,1915.91,64140.4
0:06:04,26.7,18.2,1915.91,64140.44
0:06:05,26.7,5.7,1915.91,64140.45
0:06:06,26.7,5,1915.91,64140.48
0:06:07,26.7,3.1,1915.91,64140.49
0:06:08,75.4,27.3,1915.94,64140.77
0:06:09,75.6,9.2,1915.95,64141.2
0:06:10,26.7,13.6,1915.95,64141.25
0:06:11,75.6,16.2,1915.95,64141.43
0:06:12,26.7,12.1,1915.95,64141.51
0:06:13,26.7,69.7,1915.95,64141.92
0:06:14,26.7,6.8,1915.95,64141.98
0:06:15,75.6,12.6,1915.96,64141.99
0:06:16,75.6,13.9,1915.98,64142.16
0:06:17,26.7,23.2,1916.03,64142.67
0:06:18,75.7,2.9,1916.04,64144.23
0:06:19,75.7,15.6,1916.08,64144.51
0:06:20,75.7,34.7,1916.11,64144.98
0:06:21,75.6,8.1,1916.11,64145.14
0:06:22,75.7,2.9,1916.11,64145.2
0:06:23,75.6,5.4,1916.11,64145.3
0:06:24,75.6,9.4,1916.11,64145.41
0:06:25,75.7,11.4,1916.11,64145.41
0:06:26,75.7,2.1,1916.11,64145.44
0:06:27,75.7,1.4,1916.11,64145.48
0:06:28,75.6,6.9,1916.15,64145.48
0:06:29,42.2,27.9,1916.19,64145.93
0:06:30,42.2,22.8,1916.2,64146.33
0:06:31,42.2,26.7,1916.2,64147
0:06:32,42.2,21.8,1916.22,64147.09
0:06:33,42.2,74.7,1916.22,64147.19
0:06:34,42.2,17.3,1916.22,64147.29
0:06:35,75.7,22.3,1916.22,64147.74
0:06:36,75.7,37,1916.22,64148.25
0:06:37,42.2,31.3,1916.24,64148.3
0:06:38,38.4,17.7,1916.24,64148.5
0:06:39,38.4,18.3,1916.24,64148.61
0:06:40,38.4,17.5,1916.25,64148.64
0:06:41,42.2,47.3,1916.25,64148.64
0:06:42,42.2,74.3,1916.25,64148.91
0:06:43,75.9,6.6,1916.25,64148.94
0:06:44,75.9,3.9,1916.89,64148.99
0:06:45,42.2,8.6,1916.89,64149.15
0:06:46,42.2,47.6,1916.89,64149.21
0:06:47,75.7,47.1,1916.89,64149.28
0:06:48,42.2,3.3,1916.89,64149.34
0:06:49,75.7,2.5,1916.27,64149.47
0:06:50,42.2,3.8,1916.27,64149.61
0:06:51,42.2,6.1,1916.27,64149.66
0:06:52,42.2,18.4,1916.27,64149.8
0:06:53,75.7,5.5,1916.27,64149.98
0:06:54,42.2,1.3,1916.27,64150.07
0:06:55,42.2,2.1,1916.27,64150.09
0:06:56,42.2,2.7,1916.28,64150.12
0:06:57,42.2,4.4,1916.28,64150.12
0:06:58,42.2,8.5,1916.28,64151.25
0:06:59,42.2,1.2,1916.28,64151.42
0:07:00,42.2,0.6,1916.28,64151.56
0:07:01,42.2,18.5,1916.28,64152.15
0:07:02,42.2,3.1,1916.28,64152.15
0:07:03,42.2,2.9,1916.28,64152.16
0:07:04,42.2,3.5,1916.28,64152.18
0:07:05,42.2,5,1916.28,64152.89
0:07:06,75.7,3.3,1916.29,64153.59
0:07:07,75.7,47.8,1916.29,64153.76
0:07:08,75.7,21.7,1916.29,64153.91
0:07:09,75.7,47.6,1916.29,64153.93
0:07:10,75.7,4.6,1916.29,64153.94
0:07:11,75.7,26.4,1916.29,64153.97
0:07:12,42.2,84,1916.29,64154.13
0:07:13,75.2,31.7,1916.29,64186.19
0:07:14,74.8,23.8,1916.29,64186.22
0:07:15,74.6,23.2,1916.29,64186.23
0:07:16,74.4,22.4,1916.29,64186.48
0:07:17,74.3,21.9,1916.3,64186.51
0:07:18,74.1,11.9,1916.3,64188.55
0:07:19,73.9,4.2,1916.3,64188.55
0:07:20,73.9,5.5,1916.3,64188.71
0:07:21,73.9,3.1,1916.3,64188.74
0:07:22,73.9,4.4,1916.3,64188.88
0:07:23,73.9,8.1,1916.3,64188.88
0:07:24,73.9,18.2,1916.3,64188.9
0:07:25,74,5,1916.3,64189.1
0:07:26,44,5.9,1916.3,64189.11
0:07:27,74,3.9,1916.31,64189.12
0:07:28,74,9.7,1916.31,64189.48
0:07:29,44,6.2,1916.31,64189.51
0:07:30,74,47.8,1916.31,64189.56
0:07:31,24,3.9,1916.34,64189.66
0:07:32,74,1.8,1916.34,64189.66
0:07:33,23.9,0.8,1916.34,64189.68
0:07:34,73.9,12.2,1916.36,64189.91
0:07:35,74,3.6,1916.36,64190.14
0:07:36,14,4.6,1916.36,64190.15
0:07:37,74,3.1,1916.36,64190.22
0:07:38,74,3.6,1916.36,64190.24
0:07:39,33.9,5.2,1916.36,64190.28
0:07:40,73.9,22.4,1916.36,64190.48
0:07:41,73.9,3.5,1916.36,64191.54
0:07:42,74,2.1,1916.38,64191.56
0:07:43,73.9,1.7,1916.38,64191.62
0:07:44,73.9,12.6,1916.38,64191.62
0:07:45,73.9,14,1916.38,64191.65
0:07:46,73.9,5.2,1916.38,64191.67
0:07:47,73.9,3.5,1916.38,64191.74
0:07:48,73.9,5.4,1916.39,64192
0:07:49,73.9,4.5,1916.39,64192
0:07:50,73.9,3.1,1916.4,64192.08
0:07:51,73.9,3.5,1916.4,64192.35
0:07:52,73.9,6,1916.4,64192.39
0:07:53,73.9,3.9,1916.4,64192.4
0:07:54,73.9,3.1,1916.4,64192.56
0:07:55,73.9,8.7,1916.4,64192.57
0:07:56,73.9,16.4,1916.41,64192.73
0:07:57,73.9,6.6,1916.41,64192.74
0:07:58,74,8.3,1916.41,64192.77
0:07:59,73.9,16,1916.41,64193.02
0:08:00,73.9,6.8,1916.41,64193.24
0:08:01,73.9,47.6,1916.41,64193.59
0:08:02,73.9,1,1916.41,64193.62
0:08:03,73.9,5.1,1916.41,64193.73
0:08:04,73.9,10.2,1916.45,64194.32
0:08:05,73.9,4.2,1916.45,64194.4
0:08:06,73.9,8.3,1916.45,64194.47
0:08:07,73.9,18.6,1916.48,64194.51
0:08:08,74,16.9,1916.48,64194.67
0:08:09,74,14.5,1916.48,64194.69
0:08:10,74,41.2,1916.49,64194.75
0:08:11,74,9.9,1916.49,64194.8
0:08:12,74,21.9,1916.49,64195.09
0:08:13,74,5.2,1916.49,64195.24
0:08:14,74,2.3,1916.49,64195.24
0:08:15,74,3.7,1916.5,64195.32
0:08:16,74,3.1,1916.5,64195.35
0:08:17,74,4.6,1916.5,64195.43
0:08:18,74,2.1,1916.5,64195.44
0:08:19,74,9.3,1916.5,64195.65
0:08:20,74,10.4,1916.5,64195.66
0:08:21,74,10.7,1916.5,64195.69
0:08:22,74,4.5,1916.5,64195.71
0:08:23,73.9,12.3,1916.51,64195.72
0:08:24,74,6.9,1916.51,64195.84
0:08:25,74,10.6,1916.51,64196.95
0:08:26,74,5.5,1916.51,64196.99
0:08:27,74,47.7,1916.51,64197.03
0:08:28,73.9,18.1,1916.51,64197.28
0:08:29,74,5.8,1916.53,64197.57
0:08:30,74,4.6,1916.53,64197.6
0:08:31,74,1.9,1916.54,64197.64
0:08:32,74,21.6,1916.56,64197.86
0:08:33,47.3,2.4,1916.56,64197.91
0:08:34,74.2,5.3,1916.56,64197.96
0:08:35,74.2,12.5,1916.56,64197.96
0:08:36,74.2,15.6,1916.57,64198.01
0:08:37,73.8,16.7,1916.57,64198.04
0:08:38,73.8,16.5,1916.58,64198.07
0:08:39,73.8,19.2,1916.58,64198.46
0:08:40,73.7,15.6,1916.59,64198.48
0:08:41,73.7,15.8,1916.59,64198.52
0:08:42,73.7,19,1916.59,64198.62
0:08:43,73.7,47.3,1916.59,64199.25
0:08:44,73.7,28.2,1916.59,64199.89
0:08:45,73.7,17.5,1916.59,64199.29
0:08:46,73.7,74.2,1916.6,64199.36
0:08:47,73.7,19.4,1916.61,64199.45
0:08:48,73.7,16.9,1916.61,64199.46
0:08:49,73.7,15.5,1916.61,64199.48
0:08:50,73.7,17,1916.61,64199.7
0:08:51,73.7,19.2,1916.61,64199.73
0:08:52,73.7,17.5,1916.61,64200.57
0:08:53,73.7,2.1,1916.61,64200.67
0:08:54,73.7,3.5,1916.61,64200.7
0:08:55,73.7,1.5,1916.61,64200.71
0:08:56,73.7,2.7,1916.61,64200.8
0:08:57,73.6,4.1,1916.61,64200.31
0:08:58,73.6,2.3,1916.61,64201.16
0:08:59,73.7,47.4,1916.62,64201.38
0:09:00,73.7,15.7,1916.62,64201.56
0:09:01,73.5,3.7,1916.62,64201.59
0:09:02,73.5,13.8,1916.62,64202.1
0:09:03,73.6,3.5,1916.62,64202.25
0:09:04,73.6,5,1916.62,64202.34
0:09:05,73.6,9.3,1916.62,64202.35
0:09:06,73.6,10.2,1916.62,64202.31
0:09:07,23.6,5.8,1916.62,64202.82
0:09:08,73.6,26,1916.62,64203
0:09:09,73.6,74.4,1916.62,64203
0:09:10,33.6,8.2,1916.62,64203.03
0:09:11,73.6,16.6,1916.62,64203.67
0:09:12,53.6,11.1,1916.62,64203.76
0:09:13,73.6,47.4,1916.62,64204.25
0:09:14,13.6,8.4,1916.62,64204.89
0:09:15,73.6,21.7,1916.63,64204.5
0:09:16,53.6,19,1916.63,64204.54
0:09:17,73.6,11.5,1916.63,64204.99
0:09:18,23.6,4.1,1916.63,64205
0:09:19,73.6,3.1,1916.63,64205.02
0:09:20,63.6,10.9,1916.63,64205.53
0:09:21,73.6,4.4,1916.63,64205.53
0:09:22,13.6,10.5,1916.63,64205.62
0:09:23,73.6,15.7,1916.65,64206.13
0:09:24,73.6,74.8,1916.65,64206.28
0:09:25,73.6,9,1916.65,64206.69
0:09:26,53.6,4.7,1916.65,64206.7
0:09:27,73.6,3.8,1916.66,64206.82
0:09:28,73.7,3.9,1916.68,64206.92
0:09:29,73.7,12.6,1916.69,64206.95
0:09:30,33.7,4.6,1916.69,64207.2
0:09:31,63.6,8.3,1916.69,64207.2
0:09:32,23.6,47.3,1916.69,64207.31
0:09:33,73.6,10.1,1916.69,64207.32
0:09:34,63.6,4.1,1916.69,64207.37
0:09:35,73.7,5.8,1916.69,64207.44
0:09:36,70,1.6,1916.69,64207.45
0:09:37,73.6,4.5,1916.7,64207.79
0:09:38,73.6,2.3,1916.7,64207.83
0:09:39,73.6,4.8,1916.7,64207.86
0:09:40,73.6,4.5,1916.71,64207.96
0:09:41,73.6,2.7,1916.71,64208.06
0:09:42,73.7,3.5,1916.71,64208.12
0:09:43,73.6,1.8,1916.71,64208.12
0:09:44,73.6,9.8,1916.71,64208.19
0:09:45,73.6,3.3,1916.72,64208.57
0:09:46,73.7,5.1,1916.73,64208.9
0:09:47,73.6,6.4,1916.73,64208.91
0:09:48,73.6,18.8,1916.73,64208.98
0:09:49,73.7,3.5,1916.73,64209.21
0:09:50,73.6,6.5,1916.73,64209.23
0:09:51,73.7,8.9,1916.73,64209.58
0:09:52,73.6,5.4,1916.73,64209.58
0:09:53,73.7,3.1,1916.73,64209.61
0:09:54,73.6,16.1,1916.74,64209.72
0:09:55,73.7,21.7,1916.74,64210.55
0:09:56,74,5.2,1916.74,64210.62
0:09:57,74,3.7,1916.74,64210.89
0:09:58,73.9,4.2,1916.74,64211.19
0:09:59,74,4,1916.74,64211.4
0:10:00,73.9,6.3,1916.74,64211.88
0:10:01,74,2.5,1916.74,64212.14
0:10:02,74,9,1916.74,64212.27
0:10:03,44,11.2,1916.74,64212.38
0:10:04,74,17.5,1916.74,64212.58
0:10:05,74,12.1,1916.74,64212.64
0:10:06,24,10.8,1916.74,64213.09
0:10:07,74,29.6,1916.74,64213.46
0:10:08,96.8,21.7,1900.48,63800.03
0:10:09,96.9,38.8,1900.48,63800.12
0:10:10,96.8,18.1,1900.49,63800.31
0:10:11,96.8,25,1900.49,63800.47
0:10:12,96.3,99,1900.49,63800.54
0:10:13,96.3,5.1,1900.49,63800.58
0:10:14,96.3,78.9,1900.49,63800.58
0:10:15,96.3,3.5,1900.49,63800.7
0:10:16,96.3,47.3,1900.49,63800.73
0:10:17,96.3,88.4,1900.49,63800.9
0:10:18,38.4,24.7,1900.5,63800.98
0:10:19,38.4,22,1900.51,63801
0:10:20,97.3,86.1,1900.51,63801.54
0:10:21,86.3,12.9,1900.51,63801.63
0:10:22,96.2,74.6,1900.51,63801.72
0:10:23,86.2,90.2,1900.51,63801.83
0:10:24,96.2,16.8,1900.51,63801.99
0:10:25,86.3,17.4,1900.51,63802
0:10:26,96.3,25.6,1900.52,63802.04
0:10:27,86.3,14.1,1900.53,63802.25
0:10:28,38.4,74.8,1900.53,63802.43
0:10:29,38.4,22.1,1900.56,63802.56
0:10:30,38.4,9.5,1900.56,63802.68
0:10:31,38.4,4.6,1900.56,63802.69
0:10:32,38.4,13.6,1900.56,63802.87
0:10:33,38.4,16.6,1900.56,63802.99
0:10:34,38.4,19.9,1900.56,63805.12
0:10:35,36.8,13.3,1900.56,63806.84
0:10:36,36.8,19.1,1900.56,63806.86
0:10:37,36.8,26.9,1900.56,63807.55
0:10:38,36.8,36.2,1900.56,63807.57
0:10:39,38.4,33,1900.56,63808.89
0:10:40,36.8,36.4,1900.57,63808.35
0:10:41,76.6,84.7,1900.57,63808.39
0:10:42,76.6,15.9,1900.57,63808.47
0:10:43,76.6,17.9,1900.57,63808.49
0:10:44,76.6,37.7,1900.59,63808.64
0:10:45,76.6,24.2,1900.59,63808.77
0:10:46,76.6,41.2,1900.62,63809.14
0:10:47,76.6,23.3,1900.63,63809.18
0:10:48,76.6,13.2,1900.63,63809.19
0:10:49,76.6,29,1900.63,63809.21
0:10:50,76.6,33.5,1900.63,63809.48
0:10:51,76.5,23.3,1900.63,63809.59
0:10:52,76.5,14.8,1900.63,63809.6
0:10:53,76.5,8.4,1900.63,63809.76
0:10:54,76.5,74.7,1900.64,63809.78
0:10:55,76.5,25.9,1900.64,63310.12
0:10:56,26.4,23,1900.67,63310.31
0:10:57,36.8,82.9,1900.68,63310.38
0:10:58,36.8,14.5,1900.68,63310.83
0:10:59,36.8,21.5,1900.68,63310.86
0:11:00,36.8,10.2,1900.68,63310.98
0:11:01,36.8,16.2,1900.72,63311.09
0:11:02,36.8,21.2,1900.72,63311.12
0:11:03,36.8,18.1,1900.72,63311.18
0:11:04,38.4,14.6,1900.72,63311.18
0:11:05,38.4,10.4,1900.73,63311.89
0:11:06,38.4,10.5,1900.73,63311.29
0:11:07,38.4,23.8,1900.73,63311.37
0:11:08,38.4,34,1900.73,63311.82
0:11:09,38.4,12.2,1900.73,63311.87
0:11:10,38.4,18.4,1900.73,63312.09
0:11:11,38.4,24.5,1900.73,63312.11
0:11:12,38.4,2.9,1900.73,63312.11
0:11:13,38.4,6.5,1900.74,63312.16
0:11:14,38.4,16.5,1900.74,63312.21
0:11:15,76.1,84.6,1900.74,63312.23
0:11:16,76.1,14.1,1900.74,63312.3
0:11:17,76.1,10.2,1900.74,63312.57
0:11:18,76.2,9.7,1900.75,63312.94
0:11:19,38.4,9.2,1900.75,63313.03
0:11:20,38.4,6.7,1900.75,63313.24
0:11:21,38.4,9.7,1900.75,63313.28
0:11:22,38.4,8.6,1900.75,63313.29
0:11:23,76.2,10.8,1900.75,63313.32
0:11:24,76.2,28.3,1900.75,63313.64
0:11:25,38.4,84.6,1900.75,63313.64
0:11:26,38.4,84.3,1900.76,63313.94
0:11:27,76.2,48.1,1900.76,63846.05
0:11:28,75.9,44.9,1900.78,63846.41
0:11:29,26.7,35.6,1900.78,63846.42
0:11:30,75.3,4.8,1900.79,63846.58
0:11:31,75.4,4.5,1900.79,63846.69
0:11:32,75.3,16.5,1900.8,63847.14
0:11:33,75.4,43.9,1900.8,63847.21
0:11:34,75.3,36.7,1900.8,63847.58
0:11:35,75.4,53.6,1900.82,63847.77
0:11:36,26.7,21.8,1900.82,63847.78
0:11:37,75.4,19.3,1900.82,63847.85
0:11:38,75.3,23.4,1900.82,63848.1
0:11:39,75.3,13.2,1900.82,63848.21
0:11:40,75.4,23.1,1900.83,63848.24
0:11:41,75.4,12.3,1900.84,63848.25
0:11:42,75.4,10.1,1900.84,63848.31
0:11:43,75.4,29.2,1900.84,63848.93
0:11:44,75.4,32.6,1900.85,63849.16
0:11:45,42.2,15.8,1900.86,63849.16
0:11:46,42.2,18.2,1900.9,63849.32
0:11:47,42.2,47.3,1900.9,63849.43
0:11:48,75.9,34.4,1900.91,63849.62
0:11:49,26.7,17.2,1900.93,63849.83
0:11:50,75.4,17.2,1900.94,63849.88
0:11:51,75.4,17,1900.94,63849.97
0:11:52,75.4,9.8,1900.94,63850.1
0:11:53,75.4,84.5,1900.94,63850.19
0:11:54,75.3,24.1,1900.94,63850.19
0:11:55,75.4,33.5,1900.94,63850.36
0:11:56,75.4,14.8,1900.94,63850.39
0:11:57,75.4,17.7,1900.95,63850.73
0:11:58,75.4,19.5,1900.95,63850.75
0:11:59,75.3,64.6,1900.95,63850.94
0:12:00,75.4,11.8,1900.95,63850.94
0:12:01,75.3,21.1,1900.95,63851.18
0:12:02,75.3,10.5,1900.95,63851.19
0:12:03,75.3,14.7,1900.95,63851.2
0:12:04,75.4,17.7,1900.95,63851.39
0:12:05,75.4,21,1900.95,63851.72
0:12:06,75.2,23.5,1900.95,63851.89
0:12:07,75.2,40,1900.95,63851.98
0:12:08,75.2,18.1,1900.95,63852.04
0:12:09,75.2,19.6,1900.95,63852.13
0:12:10,75.2,17.9,1900.95,63852.14
0:12:11,75.2,13.6,1900.96,63852.16
0:12:12,75.2,33,1900.96,63852.18
0:12:13,75.1,31.2,1900.96,63852.28
0:12:14,75,25.4,1900.96,63852.35
0:12:15,75.1,19.3,1900.96,63852.48
0:12:16,75.1,16.4,1900.96,63852.85
0:12:17,75.1,47.8,1900.97,63852.98
0:12:18,75.1,11.9,1900.97,63852.98
0:12:19,75.1,11,1900.97,63853.02
0:12:20,75.1,18.3,1900.97,63853.21
0:12:21,75.1,22.6,1900.97,63853.42
0:12:22,75.2,23.1,1900.97,63853.75
0:12:23,75.2,72.5,1901.01,63854.44
0:12:24,77.3,33.8,1901.03,63854.7
0:12:25,47.4,34.8,1901.04,63855.07
0:12:26,47.4,27.6,1901.04,63855.2
0:12:27,32.9,84,1901.07,63855.29
0:12:28,32.9,74.3,1901.07,63855.35
0:12:29,47.4,29.4,1901.07,63855.41
0:12:30,77.2,22.3,1901.07,63855.52
0:12:31,77.2,37.1,1901.07,63855.55
0:12:32,77,31.2,1901.07,63855.9
0:12:33,26.9,26,1901.07,63856.13
0:12:34,26.9,22.3,1901.08,63856.21
0:12:35,76.8,47.3,1901.08,63856.36
0:12:36,76.8,24,1901.08,63856.39
0:12:37,76.7,26.1,1901.08,63856.48
0:12:38,76.7,21.3,1901.1,63856.58
0:12:39,76.7,28.4,1901.1,63856.62
0:12:40,76.7,42.5,1901.1,63856.64
0:12:41,76.7,42.2,1901.12,63856.74
0:12:42,26.9,56.5,1901.18,63857.02
0:12:43,26.9,29.6,1901.21,63857.12
0:12:44,77,36.8,1901.3,63857.12
0:12:45,77.1,23.1,1901.31,63857.23
0:12:46,77.1,28.2,1901.59,63857.89
0:12:47,77.1,63.2,1901.69,63857.6
0:12:48,77.2,43.4,1901.79,63857.72
0:12:49,77.3,35.4,1901.99,63857.73
0:12:50,47.4,36,1902.15,63857.78
0:12:51,32.9,34.9,1902.32,63858.16
0:12:52,77.6,33.7,1902.42,63858.28
0:12:53,77.6,35.7,1902.7,63858.28
0:12:54,77.6,26.4,1902.85,63858.42
0:12:55,77.6,34.3,1903.09,63858.42
0:12:56,77.6,31.9,1903.25,63858.46
0:12:57,77.6,16.4,1903.25,63858.6
0:12:58,77.6,23,1903.25,63858.62
0:12:59,32.9,14.6,1903.89,63858.64
0:13:00,77.6,74.7,1903.89,63859.09
0:13:01,77.6,15,1903.89,63859.14
0:13:02,77.6,16.7,1903.89,63859.34
0:13:03,77.6,84.7,1903.89,63859.41
0:13:04,32.9,19.8,1903.89,63859.5
0:13:05,32.9,41.2,1903.27,63860.03
0:13:06,32.9,18.2,1903.27,63860.05
0:13:07,32.9,10.9,1903.27,63861.07
0:13:08,47.4,10.2,1903.27,63861.17
0:13:09,32.9,15.5,1903.3,63861.43
0:13:10,47.4,74,1903.3,63861.47
0:13:11,47.4,13.8,1903.3,63861.55
0:13:12,77.3,19.1,1903.3,63861.67
0:13:13,47.4,9.4,1903.31,63861.75
0:13:14,76.7,16.2,1903.31,63861.76
0:13:15,76.6,41.3,1903.31,63861.79
0:13:16,76.7,9.5,1903.31,63861.9
0:13:17,76.6,9.8,1903.31,63861.93
0:13:18,76.6,47,1903.32,63862.06
0:13:19,76.7,74.2,1903.33,63862.18
0:13:20,76.5,15,1903.33,63862.29
0:13:21,76.6,5.6,1903.33,63862.48
0:13:22,76.5,12.8,1903.33,63862.53
0:13:23,76.6,21,1903.33,63862.54
0:13:24,76.6,15.5,1903.33,63862.79
0:13:25,76.6,21.4,1903.35,63862.9
0:13:26,76.7,16.9,1903.36,63862.95
0:13:27,76.6,17.1,1903.36,63862.99
0:13:28,76.7,17.7,1903.36,63864.08
0:13:29,76.7,74,1903.37,63864.51
0:13:30,76.8,24.2,1903.43,63864.65
0:13:31,76.8,17.1,1903.44,63864.78
0:13:32,26.9,32.9,1903.44,63864.96
0:13:33,26.9,31.3,1903.44,63865.17
0:13:34,26.9,29.4,1903.44,63865.29
0:13:35,26.9,33.1,1903.44,63865.62
0:13:36,76.8,34,1903.45,63865.64
0:13:37,76.8,36,1903.46,63866.2
0:13:38,26.9,37.4,1903.46,63866.34
0:13:39,76.8,41.2,1903.48,63866.52
0:13:40,77.3,29.6,1903.48,63866.57
0:13:41,47.4,32.8,1903.49,63866.69
