Time,ram_usage,cpu_utilization,network_bandwidth,io_bandwidth
0:48:30,77.6,24.1,1909.16,63921.94
0:48:31,77.6,13.8,1909.16,63921.98
0:48:32,77.6,39.2,1909.58,63922.31
0:48:33,75.2,58.7,1910.1,63923.19
0:48:34,75.1,37.8,1910.32,63924.24
0:48:35,75,33,1910.43,63925.65
0:48:36,40.46,41.7,1910.56,63925.31
0:48:37,38.37,47.3,1910.56,63926.19
0:48:38,36.28,21.2,1910.56,63928.13
0:48:39,34.19,22.1,1910.56,63929.14
0:48:40,32.1,14.1,1910.57,63929.15
0:48:41,30.01,15,1910.64,63984.59
0:48:42,27.92,13.2,1910.66,63984.86
0:48:43,25.83,19.4,1910.68,63931.02
0:48:44,23.74,21.8,1910.69,63931.09
0:48:45,73.9,25.6,1910.69,63932.64
0:48:46,47.4,19.7,1910.69,63932.85
0:48:47,47.4,16.6,1910.69,63933.02
0:48:48,77.9,28.3,1910.69,63933.12
0:48:49,77.9,22.4,1910.69,63933.12
0:48:50,77.9,11,1910.69,63933.13
0:48:51,77.9,8.5,1910.69,63933.15
0:48:52,77.9,5.8,1910.69,63933.18
0:48:53,77.9,10.2,1910.7,63933.38
0:48:54,77.8,29.9,1910.72,63934.25
0:48:55,78.3,21.3,1910.72,63934.3
0:48:56,78.2,15.2,1910.72,63935.48
0:48:57,78.3,22.9,1910.72,63935.56
0:48:58,77.9,25.2,1910.73,63935.61
0:48:59,77.9,19.9,1910.74,63935.31
0:49:00,77.8,26.2,1910.74,63935.91
0:49:01,77.6,28.4,1910.74,63936.02
0:49:02,77.2,32.1,1910.74,63936.22
0:49:03,26.9,27.7,1910.74,63936.35
0:49:04,26.9,41.9,1910.74,63936.42
0:49:05,26.9,21.8,1910.74,63936.51
0:49:06,77,10.2,1910.74,63936.8
0:49:07,26.9,25.1,1910.74,63936.92
0:49:08,77,43,1910.8,63940.73
0:49:09,77.3,54.9,1912.05,63943.05
0:49:10,47.4,33.3,1912.16,63943.85
0:49:11,47.4,23.1,1912.23,63944.47
0:49:12,47.4,41.4,1914.2,63954.52
0:49:13,77.6,84.1,1914.21,63956.77
0:49:14,78,24.6,1914.21,63969.28
0:49:15,77.9,13,1914.21,63969.33
0:49:16,77.9,17,1914.21,63980.36
0:49:17,77.9,11.6,1914.21,63986.35
0:49:18,47.3,13.2,1914.21,63995.92
0:49:19,47.3,10.2,1914.22,63995.92
0:49:20,47.3,49.1,1914.22,63999.32
0:49:21,47.3,25,1914.22,64001.99
0:49:22,77.6,21,1914.22,64005.29
0:49:23,77.6,24.2,1914.22,64005.54
0:49:24,77.6,12,1914.23,64007.55
0:49:25,77.6,22.8,1914.23,64009.67
0:49:26,77.6,12.1,1914.23,64011.75
0:49:27,47.4,12.5,1914.23,64012.75
0:49:28,47.4,10.7,1914.24,64012.76
0:49:29,47.4,12.2,1914.24,64013.91
0:49:30,47.4,19.3,1914.24,64015
0:49:31,47.4,13.8,1914.24,64016.06
0:49:32,47.4,16.8,1914.24,64016.29
0:49:33,47.4,26.9,1914.24,64017.19
0:49:34,47.4,31.2,1914.24,64018.11
0:49:35,32.9,25.6,1914.89,64018.65
0:49:36,77.6,41.7,1914.27,64019.16
0:49:37,47.3,56.5,1914.43,64074.36
0:49:38,78,84.1,1914.45,64074.83
0:49:39,77.9,27.6,1914.5,64021.19
0:49:40,78,22.6,1914.51,64021.79
0:49:41,78,32.1,1914.51,64022.11
0:49:42,78,32.5,1914.51,64022.75
0:49:43,77.9,25.7,1914.51,64022.9
0:49:44,77.9,15.7,1914.51,64023.21
0:49:45,77.8,10.6,1914.51,64023.32
0:49:46,77.8,22.2,1914.51,64023.47
0:49:47,77.8,11.5,1914.52,64023.54
0:49:48,77.8,9.4,1914.52,64023.54
0:49:49,77.6,11.9,1914.52,64023.74
0:49:50,32.9,19.2,1914.52,64023.92
0:49:51,32.9,19.3,1914.55,64024.54
0:49:52,32.9,26.4,1914.55,64024.61
0:49:53,32.9,24.4,1914.56,64024.62
0:49:54,77.6,13.9,1914.56,64024.78
0:49:55,32.9,12.5,1914.56,64024.79
0:49:56,47.4,16.5,1914.56,64024.86
0:49:57,32.9,13,1914.56,64024.88
0:49:58,32.9,22.9,1914.58,64025.27
0:49:59,32.9,15,1914.58,64025.36
0:50:00,32.9,10.5,1914.58,64025.58
0:50:01,47.4,18.1,1914.58,64025.65
0:50:02,47.4,21.8,1914.58,64025.66
0:50:03,32.9,24.4,1914.58,64025.9
0:50:04,77.6,42.1,1914.58,64040.63
0:50:05,47.3,21.1,1914.58,64041.1
0:50:06,77.8,42,1914.6,64041.2
0:50:07,78.3,41.2,1914.62,64042.21
0:50:08,78.7,49,1914.63,64044.51
0:50:09,78.5,42.8,1914.63,64046.99
0:50:10,78.5,22.5,1914.63,64048.02
0:50:11,78.3,4.7,1914.63,64048.02
0:50:12,78.3,6.1,1914.64,64049.1
0:50:13,78.1,14.5,1914.64,64050.3
0:50:14,77.8,5.9,1914.65,64051.5
0:50:15,77.8,5.5,1914.65,64051.5
0:50:16,77.6,8.5,1914.66,64052.07
0:50:17,77.3,11.3,1914.66,64053.57
0:50:18,77.3,28.4,1914.67,64054.51
0:50:19,77.3,18.6,1914.69,64054.52
0:50:20,77.2,9.7,1914.71,64055.14
0:50:21,77.3,9.4,1914.71,64055.56
0:50:22,77.3,8.5,1914.72,64055.91
0:50:23,77.3,9.4,1914.73,64055.93
0:50:24,77.3,13.6,1914.74,64056.02
0:50:25,77.3,17.4,1914.74,64056.07
0:50:26,77.3,3.8,1914.75,64056.08
0:50:27,77.3,9.4,1914.76,64056.09
0:50:28,77.3,12,1914.76,64056.12
0:50:29,77.3,14.9,1914.76,64056.16
0:50:30,77.3,6.5,1914.76,64056.35
0:50:31,77.3,13.2,1914.76,64056.37
0:50:32,77.3,5.3,1914.76,64056.39
0:50:33,77.3,47.6,1914.76,64056.52
0:50:34,77.3,4.6,1914.76,64056.69
0:50:35,77.3,47.5,1914.76,64056.76
0:50:36,77.3,47.2,1914.77,64056.93
0:50:37,77.3,6.8,1914.77,64057.05
0:50:38,77.3,47.9,1914.79,64057.16
0:50:39,77.3,11.7,1914.8,64057.54
0:50:40,77.3,9.4,1914.8,64057.54
0:50:41,77.3,22.6,1914.8,64057.61
0:50:42,77.3,8.4,1914.8,64057.64
0:50:43,77.2,5.8,1914.8,64057.78
0:50:44,77.3,6.2,1914.8,64057.79
0:50:45,77.2,5.4,1914.8,64057.8
0:50:46,77.3,5.6,1914.8,64057.82
0:50:47,77.3,5.7,1914.31,64058.06
0:50:48,77.3,12.3,1914.31,64058.25
0:50:49,77.2,21.9,1914.83,64058.37
0:50:50,77.8,23.3,1914.85,64058.58
0:50:51,77.8,11.4,1914.86,64059.01
0:50:52,77.8,10.2,1914.86,64059.38
0:50:53,77.3,47.5,1914.86,64059.49
0:50:54,77.3,8.3,1914.86,64059.52
0:50:55,47.4,3.5,1914.86,64059.55
0:50:56,47.4,47.1,1914.87,64059.56
0:50:57,77.3,21.7,1914.88,64059.64
0:50:58,77.3,14.5,1914.88,64059.71
0:50:59,77.3,47.4,1914.88,64060.28
0:51:00,77.3,6.8,1914.89,64060.3
0:51:01,77.3,8.9,1914.9,64060.44
0:51:02,77.3,6.8,1914.9,64060.46
0:51:03,77.3,4.9,1914.9,64060.56
0:51:04,77.3,8.8,1914.9,64060.68
0:51:05,77.3,5.6,1914.94,64060.73
0:51:06,47.4,6.2,1914.94,64060.75
0:51:07,47.4,8.4,1914.94,64061.32
0:51:08,77.3,9.9,1914.94,64061.43
0:51:09,47.4,6.2,1914.95,64061.46
0:51:10,77.3,14.5,1914.95,64061.49
0:51:11,77.2,10.9,1914.95,64061.57
0:51:12,77.2,3.7,1914.95,64061.58
0:51:13,77.2,24.3,1914.95,64062.38
0:51:14,77.1,18.7,1914.95,64062.38
0:51:15,77.1,13.2,1914.95,64062.41
0:51:16,77.2,10.7,1914.96,64062.42
0:51:17,77.2,74.4,1914.96,64062.53
0:51:18,77,37.4,1914.96,64062.85
0:51:19,75.2,9.7,1914.98,64063.02
0:51:20,75.1,9.1,1915,64063.06
0:51:21,75,10.7,1915,64063.24
0:51:22,40.46,19.9,1915,64063.27
0:51:23,38.37,27.2,1915,64063.5
0:51:24,36.28,11.1,1915.06,64063.69
0:51:25,34.19,9.5,1915.06,64063.69
0:51:26,32.1,47.2,1915.06,64063.73
0:51:27,30.01,47.7,1915.07,64063.85
0:51:28,27.92,47.7,1915.08,64064.07
0:51:29,25.83,18.6,1915.08,64064.16
0:51:30,23.74,25.8,1915.08,64064.19
0:51:31,73.9,9.2,1915.08,64064.22
0:51:32,47.4,6,1915.08,64064.39
0:51:33,47.4,11.6,1915.08,64064.39
0:51:34,77.1,6.2,1915.09,64064.6
0:51:35,77.1,6.5,1915.09,64064.66
0:51:36,75.2,5.2,1915.09,64064.69
0:51:37,75.1,10.9,1915.12,64064.83
0:51:38,75,4.8,1915.12,64065.31
0:51:39,40.46,6.2,1915.12,64065.34
0:51:40,38.37,5.9,1915.12,64065.35
0:51:41,36.28,5.1,1915.12,64065.52
0:51:42,34.19,4.9,1915.12,64065.56
0:51:43,32.1,47.8,1915.12,64065.57
0:51:44,30.01,47.1,1915.13,64065.58
0:51:45,27.92,21,1915.13,64065.59
0:51:46,25.83,47.3,1915.13,64065.63
0:51:47,23.74,10.8,1915.14,64066.37
0:51:48,73.9,4.1,1915.14,64066.4
0:51:49,47.4,8,1915.17,64066.4
0:51:50,47.4,8.9,1915.18,64066.55
0:51:51,77.1,10.7,1915.18,64066.85
0:51:52,77.1,3.1,1915.18,64066.94
0:51:53,77.1,3.9,1915.18,64066.95
0:51:54,77.1,5,1915.18,64067.05
0:51:55,77.1,6.6,1915.18,64067.11
0:51:56,77.1,5.6,1915.18,64067.19
0:51:57,77.1,28.2,1915.18,64067.24
0:51:58,77.1,45.5,1915.18,64067.3
0:51:59,77.1,11.6,1915.19,64067.87
0:52:00,77.1,9.9,1915.19,64068.1
0:52:01,77.1,11.4,1915.19,64068.24
0:52:02,77.1,18.4,1915.2,64068.32
0:52:03,77,10.3,1915.2,64068.4
0:52:04,77.1,5.8,1915.2,64068.4
0:52:05,77.1,11.6,1915.21,64068.42
0:52:06,77.1,11.9,1915.21,64068.65
0:52:07,77.1,6.5,1915.23,64068.97
0:52:08,77.1,9,1915.23,64069.12
0:52:09,77.1,10,1915.24,64069.23
0:52:10,77.1,47.6,1915.24,64069.38
0:52:11,77.1,4.5,1915.24,64069.56
0:52:12,77.1,10.6,1915.24,64069.6
0:52:13,77,4.4,1915.24,64069.61
0:52:14,77.1,4.8,1915.25,64069.65
0:52:15,77,8.3,1915.25,64069.68
0:52:16,47,13.4,1915.25,64069.86
0:52:17,77,24.8,1915.25,64070.07
0:52:18,37,19.8,1915.25,64070.08
0:52:19,77,8,1915.25,64070.23
0:52:20,27,17.7,1915.25,64070.31
0:52:21,77,17.4,1915.25,64070.42
0:52:22,77,19,1915.89,64070.45
0:52:23,36.7,16.2,1915.89,64072.47
0:52:24,76.6,3.5,1915.89,64072.51
0:52:25,76.6,3.9,1915.89,64072.84
0:52:26,76.6,6.7,1915.89,64072.85
0:52:27,76.6,10.5,1915.89,64072.96
0:52:28,16.5,8.4,1915.27,64073.04
0:52:29,76.6,4.2,1915.27,64073.11
0:52:30,76.6,6.3,1915.27,64073.47
0:52:31,76.5,5.4,1915.27,64073.51
0:52:32,76.5,47.1,1915.27,64073.58
0:52:33,16.5,5.9,1915.27,64073.71
0:52:34,76.5,19.1,1915.28,64073.79
0:52:35,76.5,12.6,1915.28,64073.8
0:52:36,76.5,12.5,1915.3,64073.83
0:52:37,76.5,14.5,1915.31,64074.92
0:52:38,76.5,8.8,1915.31,64074.95
0:52:39,76.5,8,1915.31,64074.95
0:52:40,76.5,8.2,1915.31,64075.1
0:52:41,76.5,10.6,1915.32,64075.1
0:52:42,76.5,6,1915.32,64075.13
0:52:43,76.5,4.3,1915.32,64075.13
0:52:44,76.5,6,1915.32,64075.14
0:52:45,76.5,29.3,1915.33,64075.32
0:52:46,26.9,6.2,1915.34,64076.05
0:52:47,77,6,1915.34,64076.08
0:52:48,26.9,4.5,1915.35,64076.14
0:52:49,77,6.5,1915.36,64076.17
0:52:50,76.5,16.3,1915.37,64036.82
0:52:51,76.5,14.8,1915.37,64036.82
0:52:52,76.5,3.3,1915.37,64076.5
0:52:53,36.8,4.4,1915.37,64076.63
0:52:54,36.8,4.3,1915.37,64026.91
0:52:55,36.8,5.5,1915.37,64026.99
0:52:56,36.8,47.2,1915.37,64077.02
0:52:57,36.8,12.5,1915.37,64077.11
0:52:58,36.8,10.9,1915.37,64077.33
0:52:59,36.8,9.8,1915.37,64077.33
0:53:00,36.8,47.8,1915.38,64047.4
0:53:01,36.8,47.8,1915.38,64047.41
0:53:02,36.8,47,1915.38,64047.44
0:53:03,36.8,47,1915.38,64047.44
0:53:04,36.8,6,1915.39,64032.98
0:53:05,36.8,6.2,1915.39,64077.85
0:53:06,36.8,10.1,1915.39,64077.96
0:53:07,36.8,18.4,1915.39,64077.97
0:53:08,36.8,3.5,1915.39,64077.98
0:53:09,36.8,5.8,1915.39,64078.03
0:53:10,36.8,5,1915.4,64078.03
0:53:11,36.8,2.9,1915.4,64078.05
0:53:12,36.8,2.1,1915.4,64078.06
0:53:13,36.8,5.8,1915.4,64078.99
0:53:14,38.4,47.6,1915.4,64079.31
0:53:15,36.8,8,1915.41,64079.4
0:53:16,38.4,28.6,1915.41,64079.43
0:53:17,36.8,3.5,1915.41,64079.57
0:53:18,36.8,9.6,1915.41,64079.65
0:53:19,38.4,9.1,1915.41,64079.67
0:53:20,36.8,19.5,1915.42,64079.69
0:53:21,36.8,8.8,1915.45,64079.98
0:53:22,36.8,9.8,1915.46,64080.21
0:53:23,36.8,18.7,1915.46,64080.31
0:53:24,76.5,47.8,1915.46,64031.36
0:53:25,36.8,9.7,1915.46,64031.39
0:53:26,36.8,23.1,1915.46,64031.44
0:53:27,76.2,74.8,1915.47,64031.45
0:53:28,76,6.6,1915.47,64031.45
0:53:29,76,6.7,1915.47,64031.85
0:53:30,76,10.9,1915.47,64082.01
0:53:31,75.9,47.4,1915.47,64082.14
0:53:32,76,12.2,1915.47,64082.18
0:53:33,76,4.3,1915.47,64082.21
0:53:34,75.9,12.9,1915.48,64082.24
0:53:35,76,6.4,1915.48,64082.69
0:53:36,16,19.5,1915.5,64082.96
0:53:37,46,9.2,1915.51,64083
0:53:38,16,14.5,1915.51,64083.24
0:53:39,76,22.6,1915.51,64083.24
0:53:40,56,11.6,1915.51,64083.24
0:53:41,26,47,1915.51,64083.25
0:53:42,76,8.1,1915.52,64083.27
0:53:43,86,8.5,1915.53,64083.38
0:53:44,16.1,4.8,1915.53,64083.54
0:53:45,46,3.5,1915.53,64083.93
0:53:46,76,3.1,1915.53,64083.96
0:53:47,26,8,1915.54,64083.99
0:53:48,66,47.4,1915.54,64084.15
0:53:49,96,5.2,1915.54,64084.15
0:53:50,76,6.8,1915.55,64084.89
0:53:51,76,1.7,1915.55,64084.31
0:53:52,26,5.3,1915.55,64084.35
0:53:53,76,18,1915.55,64084.41
0:53:54,76,8.5,1915.55,64084.42
0:53:55,46,74.2,1915.55,64084.46
0:53:56,76,19.9,1915.56,64084.48
0:53:57,16,14,1915.56,64084.76
0:53:58,76,3.7,1915.56,64084.88
0:53:59,46,6.1,1915.57,64084.91
0:54:00,76,3.8,1915.57,64085.08
0:54:01,55.9,6.3,1915.57,64085.09
0:54:02,75.9,46,1915.58,64095.31
0:54:03,16,15.7,1915.58,64096.8
0:54:04,76.1,11.3,1915.58,64097.11
0:54:05,76.1,8.6,1915.58,64097.2
0:54:06,56.1,47.6,1915.58,64097.24
0:54:07,76.1,10.2,1915.58,64097.52
0:54:08,76.1,4.5,1915.58,64097.56
0:54:09,76.1,47.4,1915.59,64097.57
0:54:10,66.1,9.1,1915.59,64097.58
0:54:11,76.1,15.8,1915.59,64097.61
0:54:12,36,24,1915.59,64097.86
0:54:13,76,10,1915.59,64097.87
0:54:14,66.1,11.3,1915.6,64097.97
0:54:15,26,36.6,1915.6,64098.06
0:54:16,76.1,9.8,1915.6,64098.09
0:54:17,76.1,11.5,1915.61,64098.1
0:54:18,76.1,8.3,1915.61,64098.28
0:54:19,76.1,8.2,1915.61,64098.31
0:54:20,76.1,3.7,1915.61,64098.36
0:54:21,76.1,47.6,1915.61,64098.51
0:54:22,76.1,12.8,1915.61,64098.31
0:54:23,76.1,47.4,1915.61,64098.86
0:54:24,76.1,15.4,1915.62,64098.87
0:54:25,76.6,33.6,1915.62,64098.95
0:54:26,76.5,24.1,1915.62,64098.95
0:54:27,76.6,22.8,1915.62,64099.1
0:54:28,76.5,36.2,1915.62,64099.23
0:54:29,76.6,17.3,1915.62,64099.23
0:54:30,76.6,17.2,1915.62,64099.24
0:54:31,76.1,14.5,1915.63,64099.89
0:54:32,47.3,6.6,1915.63,64099.29
0:54:33,47.3,10.9,1915.63,64099.91
0:54:34,47.3,10.4,1915.63,64099.98
0:54:35,71.3,47,1915.66,64100.11
0:54:36,47.3,8,1915.66,64100.15
0:54:37,47.3,8,1915.66,64100.17
0:54:38,74.6,9.2,1915.66,64100.17
0:54:39,47.3,4.7,1915.66,64100.18
0:54:40,74.6,6.1,1915.66,64100.2
0:54:41,47.3,15.2,1915.67,64100.48
0:54:42,74.9,6.3,1915.67,64100.49
0:54:43,75.1,8.9,1915.68,64100.53
0:54:44,75.1,21,1915.69,64101.34
0:54:45,75.1,47.8,1915.69,64101.56
0:54:46,74.7,10.5,1915.69,64101.71
0:54:47,74.7,3.7,1915.69,64101.76
0:54:48,74.7,6.9,1915.69,64101.83
0:54:49,74.7,18.3,1915.7,64101.85
0:54:50,74.6,9.8,1915.7,64101.85
0:54:51,74.6,3.9,1915.71,64101.96
0:54:52,74.6,8.6,1915.71,64101.99
0:54:53,74.6,5,1915.71,64102.31
0:54:54,74.6,8,1915.71,64102.31
0:54:55,74.6,10.6,1915.72,64102.37
0:54:56,74.6,18.3,1915.72,64102.71
0:54:57,74.6,8.2,1915.73,64102.72
0:54:58,74.6,12,1915.73,64102.79
0:54:59,74.7,42.1,1915.73,64108.17
0:55:00,74.7,95.8,1915.73,64108.93
0:55:01,42.2,42.7,1915.74,64110.22
0:55:02,42.2,19.3,1915.74,64110.31
0:55:03,75.7,22.7,1915.74,64110.55
0:55:04,75.7,18.5,1915.74,64110.7
0:55:05,75.7,17,1915.74,64110.76
0:55:06,75.7,14.4,1915.74,64110.93
0:55:07,75.6,5,1915.75,64110.95
0:55:08,75.6,3.3,1915.75,64111
0:55:09,75.6,6.4,1915.75,64111.13
0:55:10,26.7,6.4,1915.75,64111.45
0:55:11,75.6,2.7,1915.75,64111.55
0:55:12,75.6,3.3,1915.75,64111.63
0:55:13,75.6,4,1915.75,64111.77
0:55:14,75.6,29.8,1915.75,64111.97
0:55:15,75.6,8.8,1915.75,64112.01
0:55:16,75.6,18.8,1915.75,64112.02
0:55:17,75.6,12.8,1915.75,64112.05
0:55:18,75.6,47.9,1915.76,64112.05
0:55:19,75.6,12.1,1915.76,64113.12
0:55:20,75.6,10.7,1915.76,64113.33
0:55:21,75.6,6.2,1915.76,64113.52
0:55:22,75.6,2.9,1915.76,64113.56
0:55:23,75.6,0.8,1915.76,64113.62
0:55:24,75.6,1.7,1915.76,64113.62
0:55:25,75.6,4.2,1915.76,64113.66
0:55:26,75.6,13.9,1915.76,64114.05
0:55:27,75.6,10.2,1915.76,64114.06
0:55:28,75.6,2.1,1915.76,64114.07
0:55:29,75.6,2.3,1915.76,64114.09
0:55:30,75.6,47.2,1915.76,64114.32
0:55:31,75.6,47.2,1915.76,64114.9
0:55:32,75.6,74.7,1915.77,64114.93
0:55:33,75.6,15,1915.79,64118.58
0:55:34,26.7,10.9,1915.79,64136.45
0:55:35,26.7,4.2,1915.8,64136.56
0:55:36,26.7,2.1,1915.8,64136.59
0:55:37,26.7,2.5,1915.8,64136.59
0:55:38,26.7,3.1,1915.8,64136.62
0:55:39,26.7,15.4,1915.31,64136.94
0:55:40,26.7,2.3,1915.82,64137.15
0:55:41,26.7,1.2,1915.82,64137.15
0:55:42,26.7,1.6,1915.83,64137.17
0:55:43,26.7,2.2,1915.83,64137.44
0:55:44,26.7,2.1,1915.83,64137.49
0:55:45,26.7,1.9,1915.83,64137.49
0:55:46,26.7,3.7,1915.83,64137.53
0:55:47,26.7,5,1915.84,64137.55
0:55:48,26.7,24.9,1915.84,64137.93
0:55:49,75.4,13,1915.84,64137.94
0:55:50,26.7,47.5,1915.86,64138.05
0:55:51,26.7,3.7,1915.86,64138.13
0:55:52,75.4,2.5,1915.86,64138.21
0:55:53,26.7,3.3,1915.86,64138.27
0:55:54,75.4,4.2,1915.87,64138.36
0:55:55,75.4,4.2,1915.87,64138.59
0:55:56,26.7,1.7,1915.87,64138.62
0:55:57,26.7,3.5,1915.87,64139.08
0:55:58,26.7,4.4,1915.89,64139.55
0:55:59,75.4,5.5,1915.9,64139.74
0:56:00,26.7,47.8,1915.91,64139.79
0:56:01,26.7,10.8,1915.91,64140.02
0:56:02,26.7,47.9,1915.91,64140.35
0:56:03,26.7,11.2,1915.91,64140.4
0:56:04,26.7,18.2,1915.91,64140.44
0:56:05,26.7,5.7,1915.91,64140.45
0:56:06,26.7,5,1915.91,64140.48
0:56:07,26.7,3.1,1915.91,64140.49
0:56:08,75.4,27.3,1915.94,64140.77
0:56:09,75.6,9.2,1915.95,64141.2
0:56:10,26.7,13.6,1915.95,64141.25
0:56:11,75.6,16.2,1915.95,64141.43
0:56:12,26.7,12.1,1915.95,64141.51
0:56:13,26.7,69.7,1915.95,64141.92
0:56:14,26.7,6.8,1915.95,64141.98
0:56:15,75.6,12.6,1915.96,64141.99
0:56:16,75.6,13.9,1915.98,64142.16
0:56:17,26.7,23.2,1916.03,64142.67
0:56:18,75.7,2.9,1916.04,64144.23
0:56:19,75.7,15.6,1916.08,64144.51
0:56:20,75.7,34.7,1916.11,64144.98
0:56:21,75.6,8.1,1916.11,64145.14
0:56:22,75.7,2.9,1916.11,64145.2
0:56:23,75.6,5.4,1916.11,64145.3
0:56:24,75.6,9.4,1916.11,64145.41
0:56:25,75.7,11.4,1916.11,64145.41
0:56:26,75.7,2.1,1916.11,64145.44
0:56:27,75.7,1.4,1916.11,64145.48
0:56:28,75.6,6.9,1916.15,64145.48
0:56:29,42.2,27.9,1916.19,64145.93
0:56:30,42.2,22.8,1916.2,64146.33
0:56:31,42.2,26.7,1916.2,64147
0:56:32,42.2,21.8,1916.22,64147.09
0:56:33,42.2,74.7,1916.22,64147.19
0:56:34,42.2,17.3,1916.22,64147.29
0:56:35,75.7,22.3,1916.22,64147.74
0:56:36,75.7,37,1916.22,64148.25
0:56:37,42.2,31.3,1916.24,64148.3
0:56:38,38.4,17.7,1916.24,64148.5
0:56:39,38.4,18.3,1916.24,64148.61
0:56:40,38.4,17.5,1916.25,64148.64
0:56:41,42.2,47.3,1916.25,64148.64
0:56:42,42.2,74.3,1916.25,64148.91
0:56:43,75.9,6.6,1916.25,64148.94
0:56:44,75.9,3.9,1916.89,64148.99
0:56:45,42.2,8.6,1916.89,64149.15
0:56:46,42.2,47.6,1916.89,64149.21
0:56:47,75.7,47.1,1916.89,64149.28
0:56:48,42.2,3.3,1916.89,64149.34
0:56:49,75.7,2.5,1916.27,64149.47
0:56:50,42.2,3.8,1916.27,64149.61
0:56:51,42.2,6.1,1916.27,64149.66
0:56:52,42.2,18.4,1916.27,64149.8
0:56:53,75.7,5.5,1916.27,64149.98
0:56:54,42.2,1.3,1916.27,64150.07
0:56:55,42.2,2.1,1916.27,64150.09
0:56:56,42.2,2.7,1916.28,64150.12
0:56:57,42.2,4.4,1916.28,64150.12
0:56:58,42.2,8.5,1916.28,64151.25
0:56:59,42.2,1.2,1916.28,64151.42
0:57:00,42.2,0.6,1916.28,64151.56
0:57:01,42.2,18.5,1916.28,64152.15
0:57:02,42.2,3.1,1916.28,64152.15
0:57:03,42.2,2.9,1916.28,64152.16
0:57:04,42.2,3.5,1916.28,64152.18
0:57:05,42.2,5,1916.28,64152.89
0:57:06,75.7,3.3,1916.29,64153.59
0:57:07,75.7,47.8,1916.29,64153.76
0:57:08,75.7,21.7,1916.29,64153.91
0:57:09,75.7,47.6,1916.29,64153.93
0:57:10,75.7,4.6,1916.29,64153.94
0:57:11,75.7,26.4,1916.29,64153.97
0:57:12,42.2,84,1916.29,64154.13
0:57:13,75.2,31.7,1916.29,64186.19
0:57:14,74.8,23.8,1916.29,64186.22
0:57:15,74.6,23.2,1916.29,64186.23
0:57:16,74.4,22.4,1916.29,64186.48
0:57:17,74.3,21.9,1916.3,64186.51
0:57:18,74.1,11.9,1916.3,64188.55
0:57:19,73.9,4.2,1916.3,64188.55
0:57:20,73.9,5.5,1916.3,64188.71
0:57:21,73.9,3.1,1916.3,64188.74
0:57:22,73.9,4.4,1916.3,64188.88
0:57:23,73.9,8.1,1916.3,64188.88
0:57:24,73.9,18.2,1916.3,64188.9
0:57:25,74,5,1916.3,64189.1
0:57:26,44,5.9,1916.3,64189.11
0:57:27,74,3.9,1916.31,64189.12
0:57:28,74,9.7,1916.31,64189.48
0:57:29,44,6.2,1916.31,64189.51
0:57:30,74,47.8,1916.31,64189.56
0:57:31,24,3.9,1916.34,64189.66
0:57:32,74,1.8,1916.34,64189.66
0:57:33,23.9,0.8,1916.34,64189.68
0:57:34,73.9,12.2,1916.36,64189.91
0:57:35,74,3.6,1916.36,64190.14
0:57:36,14,4.6,1916.36,64190.15
0:57:37,74,3.1,1916.36,64190.22
0:57:38,74,3.6,1916.36,64190.24
0:57:39,33.9,5.2,1916.36,64190.28
0:57:40,73.9,22.4,1916.36,64190.48
0:57:41,73.9,3.5,1916.36,64191.54
0:57:42,74,2.1,1916.38,64191.56
0:57:43,73.9,1.7,1916.38,64191.62
0:57:44,73.9,12.6,1916.38,64191.62
0:57:45,73.9,14,1916.38,64191.65
0:57:46,73.9,5.2,1916.38,64191.67
0:57:47,73.9,3.5,1916.38,64191.74
0:57:48,73.9,5.4,1916.39,64192
0:57:49,73.9,4.5,1916.39,64192
0:57:50,73.9,3.1,1916.4,64192.08
0:57:51,73.9,3.5,1916.4,64192.35
0:57:52,73.9,6,1916.4,64192.39
0:57:53,73.9,3.9,1916.4,64192.4
0:57:54,73.9,3.1,1916.4,64192.56
0:57:55,73.9,8.7,1916.4,64192.57
0:57:56,73.9,16.4,1916.41,64192.73
0:57:57,73.9,6.6,1916.41,64192.74
0:57:58,74,8.3,1916.41,64192.77
0:57:59,73.9,16,1916.41,64193.02
0:58:00,73.9,6.8,1916.41,64193.24
0:58:01,73.9,47.6,1916.41,64193.59
0:58:02,73.9,1,1916.41,64193.62
0:58:03,73.9,5.1,1916.41,64193.73
0:58:04,73.9,10.2,1916.45,64194.32
0:58:05,73.9,4.2,1916.45,64194.4
0:58:06,73.9,8.3,1916.45,64194.47
0:58:07,73.9,18.6,1916.48,64194.51
0:58:08,74,16.9,1916.48,64194.67
0:58:09,74,14.5,1916.48,64194.69
0:58:10,74,41.2,1916.49,64194.75
0:58:11,74,9.9,1916.49,64194.8
0:58:12,74,21.9,1916.49,64195.09
0:58:13,74,5.2,1916.49,64195.24
0:58:14,74,2.3,1916.49,64195.24
0:58:15,74,3.7,1916.5,64195.32
0:58:16,74,3.1,1916.5,64195.35
0:58:17,74,4.6,1916.5,64195.43
0:58:18,74,2.1,1916.5,64195.44
0:58:19,74,9.3,1916.5,64195.65
0:58:20,74,10.4,1916.5,64195.66
0:58:21,74,10.7,1916.5,64195.69
0:58:22,74,4.5,1916.5,64195.71
0:58:23,73.9,12.3,1916.51,64195.72
0:58:24,74,6.9,1916.51,64195.84
